"Dr. Steven Schwabe, DDS",Dentist,Male,"English
Spanish","Bronx, NY",10463,5.00,37 reviews,4.95,4.97,False,https://www.zocdoc.com/dentist/steven-schwabe-dds-242765
"Dr. James A. Gohar, MD","Gynecologist, OB-GYN",Male,"English
Spanish
Arabic","Forest Hills, NY",11375,4.97,158 reviews,4.52,4.97,False,https://www.zocdoc.com/doctor/james-a-gohar-md-76428
"Dr. Brian Landzberg, MD",Gastroenterologist,Male,English,"New York, NY",10075,4.75,44 reviews,4.41,4.71,False,https://www.zocdoc.com/doctor/brian-landzberg-md-55046
"Hod Tamir, PhD",Psychotherapist,Male,English,"New York, NY",10022,5.00,10 reviews,4.90,5.00,False,https://www.zocdoc.com/professional/hod-tamir-phd-261797
"Elana Litwin, PA",Physician Assistant,Female,English,"New York, NY",10025,4.97,35 reviews,4.77,4.97,True,https://www.zocdoc.com/doctor/elana-litwin-pa-278526
"Madhurani Mahajan, DPT, PT",Physical Therapist,Female,"English
Hindi
Urdu
Marathi","Staten Island, NY",10312,4.92,128 reviews,4.80,4.94,True,https://www.zocdoc.com/professional/madhurani-mahajan-dpt-pt-130564
"Elliot Weiner, PhD",Psychologist,Male,English,"New York, NY",None,None,None,None,None,True,https://www.zocdoc.com/doctor/elliot-weiner-phd-287371
"Dr. Robert L. Buka, MD, JD",Dermatologist,Male,"English
Spanish
Chinese (Mandarin)
Chinese (Cantonese)","Long Island City, NY",11101,4.45,4584 reviews,4.20,4.56,False,https://www.zocdoc.com/doctor/robert-l-buka-md-jd-407
"Rob McMillan, PhD",Psychologist,Male,English,"New York, NY",10018,4.89,9 reviews,4.89,5.00,False,https://www.zocdoc.com/doctor/rob-mcmillan-phd-205997
"Dr. Ioana Tricorache, DDS","Dentist, Cosmetic Dentist",Female,"English
Romanian","Staten Island, NY",10306,4.90,103 reviews,4.70,4.95,False,https://www.zocdoc.com/dentist/ioana-tricorache-dds-64399
"Dr. Rachel Brozinsky, MD",Pediatrician,Female,"English
Spanish","Long Island City, NY",None,4.98,97 reviews,4.87,4.98,True,https://www.zocdoc.com/doctor/rachel-brozinsky-md-178139
"Dr. Timur Mozner, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Male,"English
Spanish
Russian
view all","Rego Park, NY",11374,4.88,83 reviews,4.88,4.84,False,https://www.zocdoc.com/dentist/timur-mozner-dds-149613
"Dr. Alex Ky, MD, FACS","Colorectal Surgeon, Surgeon",Female,"English
Spanish
Chinese (Mandarin)
Chinese (Cantonese)","Flushing, NY",11354,4.80,422 reviews,4.48,4.78,False,https://www.zocdoc.com/doctor/alex-ky-md-facs-95377
"Dr. Daniel Klapper, MD",Ophthalmologist,Male,"English
German
Hebrew
Russian
Yiddish","Teaneck, NJ",07666,4.96,835 reviews,4.45,4.97,False,https://www.zocdoc.com/doctor/daniel-klapper-md-7311
"Dr. Brittany Sanford, MD",OB-GYN,Female,English,"Bronx, NY",10461,4.73,11 reviews,4.78,4.78,False,https://www.zocdoc.com/doctor/brittany-sanford-md-294227
"Patrick Lyo, DPT",Physical Therapist,Male,"English
Burmese","Elmhurst, NY",11373,4.79,95 reviews,4.77,4.80,True,https://www.zocdoc.com/professional/patrick-lyo-dpt-236658
"Dr. Joyce Kim, MD",OB-GYN,Female,English,"New York, NY",10128,3.00,None,4.00,5.00,False,https://www.zocdoc.com/doctor/joyce-kim-md-195592
"Nicole Obenrader, DPT, PT",Physical Therapist,Female,English,"New York, NY",10036,5.00,6 reviews,5.00,5.00,False,https://www.zocdoc.com/professional/nicole-obenrader-dpt-pt-279298
"Dr. Wenny Tan, OD",Optometrist,Female,English,"New York, NY",10016,4.82,51 reviews,4.32,4.87,False,https://www.zocdoc.com/doctor/wenny-tan-od-290939
"Dr. Xiaorong Yan, MD",Primary Care Doctor,Female,English,"New York, NY",10017,4.30,23 reviews,4.23,4.45,False,https://www.zocdoc.com/doctor/xiaorong-yan-md-249513
"Dr. Ron Bakal, MD",Urologist,Male,"English
Spanish
Hebrew
Russian","Forest Hills, NY",11375,3.93,30 reviews,3.53,3.90,False,https://www.zocdoc.com/doctor/ron-bakal-md-68165
"Dr. Amit Pawale, MD","Cardiothoracic Surgeon, Cardiovascular Surgeon",Male,English,"New York, NY",10029,None,None,None,None,False,https://www.zocdoc.com/doctor/amit-pawale-md-275134
"Dr. Nadezhda Nisimova, OD",Optometrist,Female,"English
Russian","Elmhurst, NY",11373,5.00,None,5.00,5.00,False,https://www.zocdoc.com/doctor/nadezhda-nisimova-od-290795
"Dr. Alicia Schraner, DDS","Dentist, Cosmetic Dentist",Female,English,"New York, NY",10017,4.68,38 reviews,4.64,4.79,False,https://www.zocdoc.com/dentist/alicia-schraner-dds-102078
"Dr. Benjamin Shirley, DDS",Dentist,Male,"English
Spanish","New York, NY",10025,4.74,444 reviews,4.70,4.82,False,https://www.zocdoc.com/dentist/benjamin-shirley-dds-39327
"Dr. Frederick Rutkovsky, MD","Gastroenterologist, Internist",Male,English,"New Hyde Park, NY",11040,4.71,146 reviews,4.06,4.78,False,https://www.zocdoc.com/doctor/frederick-rutkovsky-md-191180
"Katarzyna Dlugosz, LMHC, CASAC, MA",Psychotherapist,Female,"English
Polish","New York, NY",10036,5.00,8 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/katarzyna-dlugosz-lmhc-casac-ma-288193
"Dr. Alexander Heifitz, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Male,English,"New York, NY",10006,4.10,187 reviews,4.48,4.26,False,https://www.zocdoc.com/dentist/alexander-heifitz-dds-709
"Dr. Anuj Malhotra, MD",Pain Management Specialist,Male,English,"New York, NY",10029,5.00,13 reviews,4.69,5.00,False,https://www.zocdoc.com/doctor/anuj-malhotra-md-67626
"Dr. Robert Kornberg, MD",Cardiologist,Male,English,"New York, NY",10019,4.50,14 reviews,4.00,4.71,False,https://www.zocdoc.com/doctor/robert-kornberg-md-274598
"Dr. Michael Y. Mizhiritsky, MD",Physiatrist,Male,"English
Russian","New York, NY",10019,4.39,67 reviews,4.10,4.40,False,https://www.zocdoc.com/doctor/michael-y-mizhiritsky-md-6560
"Dr. Nhu (Teresa) Phung, OD",Optometrist,Female,"English
Vietnamese","Brooklyn, NY",11211,4.86,94 reviews,4.46,4.88,False,https://www.zocdoc.com/doctor/nhu-teresa-phung-od-277171
"Dr. Sudha Dubey, MD, MPH","Internist, Primary Care Doctor",Female,English,"Astoria, NY",11103,5.00,18 reviews,4.89,5.00,False,https://www.zocdoc.com/doctor/sudha-dubey-md-mph-284963
"Dr. Sarmista Ram, DO","Internist, Primary Care Doctor",Female,English,"New York, NY",None,4.91,238 reviews,4.65,4.95,True,https://www.zocdoc.com/doctor/sarmista-ram-do-261060
"Bindu Sharma, PT",Physical Therapist,Female,English,"Glendale, NY",11385,4.64,14 reviews,4.93,5.00,False,https://www.zocdoc.com/professional/bindu-sharma-pt-291069
"Dr. Yelena Khrapko, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Female,"English
Spanish
Italian
view all","Staten Island, NY",10306,4.64,183 reviews,4.06,4.65,False,https://www.zocdoc.com/dentist/yelena-khrapko-dds-86721
"Richard Sarmiento, MS, PT",Physical Therapist,Male,English,"New York, NY",10011,4.89,63 reviews,4.88,4.88,True,https://www.zocdoc.com/professional/richard-sarmiento-ms-pt-3632
"Dr. Salil Gupta, MD","Hand Surgeon, Orthopedic Surgeon",Male,"English
Spanish
Hindi","Rego Park, NY",11374,4.71,673 reviews,3.58,4.75,True,https://www.zocdoc.com/doctor/salil-gupta-md-3130
"Dr. Nancy Nguyen, DMD, MS","Dentist, Cosmetic Dentist",Female,"English
Spanish
Vietnamese","New York, NY",10174,4.92,936 reviews,4.82,4.94,False,https://www.zocdoc.com/dentist/nancy-nguyen-dmd-ms-84571
"Dr. Robert Ancona, OD",Optometrist,Male,English,"Brooklyn, NY",11201,4.81,842 reviews,4.73,4.85,False,https://www.zocdoc.com/doctor/robert-ancona-od-8439
"Jorge Llaurado, PT, MS",Physical Therapist,Male,"English
Spanish","Bronx, NY",10467,4.75,68 reviews,4.60,4.78,True,https://www.zocdoc.com/professional/jorge-llaurado-pt-ms-54607
"Kenan Trebincevic, PT, MPT",Physical Therapist,Male,"English
Bosnian","New York, NY",10019,5.00,22 reviews,4.77,4.91,True,https://www.zocdoc.com/professional/kenan-trebincevic-pt-mpt-206410
"Damaris Santiago-Singer, LMHC, NCC",Psychotherapist,Female,"English
Spanish","New York, NY",10016,None,None,None,None,True,https://www.zocdoc.com/professional/damaris-santiago-singer-lmhc-ncc-298285
"Debbie Merav, LMHC",Psychotherapist,Female,English,"New York, NY",10018,None,None,None,None,True,https://www.zocdoc.com/professional/debbie-merav-lmhc-297616
"Dr. Christiana Nichols, MD",Pediatrician,Female,English,"New York, NY",10030,4.76,71 reviews,3.84,4.74,False,https://www.zocdoc.com/doctor/christiana-nichols-md-123077
"Dr. Louis Angulo, DC",Chiropractor,Male,"English
Spanish","New York, NY",10023,5.00,10 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/louis-angulo-dc-47332
"Dr. William Roman, MD",Psychiatrist,Male,English,"Brooklyn, NY",11221,4.47,34 reviews,4.88,4.33,False,https://www.zocdoc.com/doctor/william-roman-md-136884
"Dr. John Hansford, DMD",Pediatric Dentist,Male,English,"Brooklyn, NY",11222,4.78,296 reviews,4.59,4.77,False,https://www.zocdoc.com/dentist/john-hansford-dmd-176531
"Dr. Nicolina Wawrin, MD",Pediatrician,Female,English,"Long Island City, NY",11101,4.80,10 reviews,5.00,4.80,False,https://www.zocdoc.com/doctor/nicolina-wawrin-md-277700
"Dr. Keisha Bryant, MD",Internist,Female,English,"Jamaica, NY",11412,4.74,101 reviews,4.57,4.94,True,https://www.zocdoc.com/doctor/keisha-bryant-md-261106
"Dr. Stephanie Lacroix, DC",Chiropractor,Female,English,"Brooklyn, NY",11238,4.96,210 reviews,4.85,4.95,False,https://www.zocdoc.com/doctor/stephanie-lacroix-dc-187650
"Robin Bryant, PhD",Psychologist,Female,English,"New York, NY",10024,4.38,61 reviews,4.92,4.59,False,https://www.zocdoc.com/doctor/robin-bryant-phd-66553
"Swati Jagetia, LMHC",Psychotherapist,Female,English,"New York, NY",10023,4.59,17 reviews,5.00,4.80,False,https://www.zocdoc.com/professional/swati-jagetia-lmhc-163792
"Keven Duffy, LCSW",Psychotherapist,Female,English,"New York, NY",10007,5.00,16 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/keven-duffy-lcsw-238008
"Gabbie Regalado, PhD",Psychologist,Female,English,"Brooklyn, NY",11242,None,None,None,None,False,https://www.zocdoc.com/doctor/gabbie-regalado-phd-288402
"Lindsey Wright, NP, MSN","Adult Psychiatric & Mental Health Nurse Practitioner, Nurse Practitioner",Female,English,"New York, NY",None,5.00,9 reviews,4.89,4.89,True,https://www.zocdoc.com/doctor/lindsey-wright-np-msn-284980
"Dr. Elina Kats, DDS","Dentist, Cosmetic Dentist",Female,"English
Spanish
Russian","Jackson Heights, NY",11372,4.81,656 reviews,4.12,4.84,False,https://www.zocdoc.com/dentist/elina-kats-dds-54044
"Ann Green, NP","Adult Psychiatric & Mental Health Nurse Practitioner, Nurse Practitioner",Female,English,"New York, NY",10001,4.81,16 reviews,5.00,4.75,True,https://www.zocdoc.com/doctor/ann-green-np-203791
"Dr. Anam Khalid, DDS","Dentist, Cosmetic Dentist",Female,English,"New York, NY",10033,4.91,11 reviews,3.80,4.90,False,https://www.zocdoc.com/dentist/anam-khalid-dds-288807
"Dr. Jeffrey Kaplan, MD",Orthopedic Surgeon,Male,"English
Spanish
Polish","New York, NY",10022,4.81,131 reviews,4.53,4.86,False,https://www.zocdoc.com/doctor/jeffrey-kaplan-md-38458
"Dr. Beth Caunitz, DDS","Dentist, Cosmetic Dentist",Female,"English
Spanish","New York, NY",10016,4.90,128 reviews,4.93,4.94,False,https://www.zocdoc.com/dentist/beth-caunitz-dds-70117
"Dr. Ameer Ahmed, MD","Sports Medicine Specialist, Primary Care Doctor",Male,"English
Spanish
Hindi
Urdu","Staten Island, NY",10314,5.00,None,4.50,5.00,False,https://www.zocdoc.com/doctor/ameer-ahmed-md-294874
"Dr. Rachel Barr, MD",OB-GYN,Female,English,"New York, NY",10017,4.69,1362 reviews,4.16,4.74,False,https://www.zocdoc.com/doctor/rachel-barr-md-293800
"Dr. Daniel Gattegno, DMD","Dentist, Cosmetic Dentist",Male,"English
Spanish
Greek","New York, NY",10024,4.58,980 reviews,4.68,4.65,False,https://www.zocdoc.com/dentist/daniel-gattegno-dmd-59435
"Dr. Adam Cohen, MD",Orthopedic Surgeon,Male,English,"New York, NY",10022,4.81,202 reviews,4.47,4.81,True,https://www.zocdoc.com/doctor/adam-cohen-md-165944
"Vitaliy Gavrylyuk, NP",Nurse Practitioner,Male,"English
Russian
Polish
Ukrainian","Glendale, NY",11385,5.00,13 reviews,4.40,5.00,False,https://www.zocdoc.com/doctor/vitaliy-gavrylyuk-np-290589
"Dr. Gulam Khan, MD",Gastroenterologist,Male,"English
Hindi
Urdu","Brooklyn, NY",11230,4.75,183 reviews,4.21,4.76,False,https://www.zocdoc.com/doctor/gulam-khan-md-48625
"Elizabeth Durovich, PMHNP-BC","Adult Psychiatric & Mental Health Nurse Practitioner, Nurse Practitioner",Female,"English
Spanish","New York, NY",10022,5.00,8 reviews,4.50,5.00,True,https://www.zocdoc.com/doctor/elizabeth-durovich-pmhnp-bc-294987
"Dr. Nadine Kaskas, MD",Dermatologist,Female,English,"New York, NY",None,5.00,19 reviews,4.87,5.00,True,https://www.zocdoc.com/doctor/nadine-kaskas-md-292358
"Leonard Ruder, CSW, LCSW",Psychotherapist,Male,English,"New York, NY",None,4.85,47 reviews,4.66,4.89,False,https://www.zocdoc.com/professional/leonard-ruder-csw-lcsw-52650
"Kathleen O'Donnell-Pickert, OTR",Occupational Therapist,Female,English,"New York, NY",10007,5.00,15 reviews,4.93,4.93,False,https://www.zocdoc.com/professional/kathleen-odonnell-pickert-otr-220693
"Dr. Matthew Dong, MD","Bariatric Surgeon, Surgeon",Male,English,"New York, NY",10029,None,None,None,None,False,https://www.zocdoc.com/doctor/matthew-dong-md-243798
"Limor Aberman Weinstein, LMHC",Psychotherapist,Female,"English
Hebrew","New York, NY",10028,None,None,None,None,True,https://www.zocdoc.com/professional/limor-aberman-weinstein-lmhc-297421
"Morgan Dominguez, MA",Psychotherapist,Female,English,"New York, NY",10016,None,None,None,None,False,https://www.zocdoc.com/professional/morgan-dominguez-ma-297699
"Emily Collins, LCSW",Psychotherapist,Female,English,"New York, NY",10006,None,None,None,None,True,https://www.zocdoc.com/professional/emily-collins-lcsw-286264
"Sylvia Gindy, PsyD","Psychologist, Psychotherapist",Female,English,"New York, NY",10016,4.91,22 reviews,4.85,4.95,True,https://www.zocdoc.com/professional/sylvia-gindy-psyd-282826
"Rebekah Wotman, NP",Nurse Practitioner,Female,English,"New York, NY",10022,5.00,7 reviews,4.86,5.00,False,https://www.zocdoc.com/doctor/rebekah-wotman-np-288591
"Dr. Charles Paolino, DO","Internist, Primary Care Doctor",Male,English,"New York, NY",10021,4.89,473 reviews,4.60,4.91,True,https://www.zocdoc.com/doctor/charles-paolino-do-29756
"Dr. Marino Kambourakis, DC",Chiropractor,Male,English,"New York, NY",10004,4.88,32 reviews,4.88,4.88,False,https://www.zocdoc.com/doctor/marino-kambourakis-dc-290682
"Ellen Kolman, PA",Physician Assistant,Female,English,"New York, NY",10016,4.91,11 reviews,4.60,4.90,False,https://www.zocdoc.com/doctor/ellen-kolman-pa-288330
"Dr. Serge Glazebnik, DDS, MS","Periodontist, Dentist",Male,"English
Russian","Brooklyn, NY",11235,4.41,37 reviews,4.50,4.42,False,https://www.zocdoc.com/dentist/serge-glazebnik-dds-ms-170137
"Sarah Barninka, OTR",Occupational Therapist,Female,English,"Brooklyn, NY",11204,None,None,None,None,False,https://www.zocdoc.com/professional/sarah-barninka-otr-288431
"Dr. Gregory Levitin, MD","Ear, Nose & Throat Doctor",Male,"English
Spanish","New York, NY",None,4.75,703 reviews,4.26,4.78,True,https://www.zocdoc.com/doctor/gregory-levitin-md-6828
"Dr. Justin Varghese, MD","Internist, Primary Care Doctor",Male,English,"Bronx, NY",10458,5.00,24 reviews,3.38,4.88,False,https://www.zocdoc.com/doctor/justin-varghese-md-186455
"Dr. Jerry Blaivas, MD","Urological Surgeon, Urologist",Male,English,"New York, NY",None,5.00,11 reviews,4.70,5.00,True,https://www.zocdoc.com/doctor/jerry-blaivas-md-283483
"Dr. Mikhail Kogan, MD","Anesthesiologist, Pain Management Specialist",Male,"English
Russian","Rego Park, NY",11374,3.87,31 reviews,3.74,4.00,False,https://www.zocdoc.com/doctor/mikhail-kogan-md-67803
"Dr. Anastasios Papanagnou, MD","Nephrologist, Internist",Male,English,"New York, NY",None,4.84,25 reviews,4.63,4.92,True,https://www.zocdoc.com/doctor/anastasios-papanagnou-md-286922
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Male,"English
Spanish
Telugu","New York, NY",10013,4.84,103 reviews,4.42,4.89,False,https://www.zocdoc.com/doctor/harsha-reddy-md-19399
"Dr. Shreshtha Ramanlal, DMD",Dentist,Female,English,"New York, NY",10019,5.00,16 reviews,4.87,5.00,False,https://www.zocdoc.com/dentist/shreshtha-ramanlal-dmd-294213
"Dr. Mark Kogan, DMD","Dentist, Cosmetic Dentist, Dental Pain Specialist",Male,English,"New York, NY",10017,4.92,229 reviews,4.85,4.94,False,https://www.zocdoc.com/dentist/mark-kogan-dmd-247179
"Dr. Stuart Feinstein, MD, FAAP",Pediatrician,Male,"English
Spanish","Elmont, NY",11003,4.91,265 reviews,4.26,4.82,False,https://www.zocdoc.com/doctor/stuart-feinstein-faap-md-10568
"Daniel Yoo, DPT, PT",Physical Therapist,Male,"English
Korean","New York, NY",None,4.86,57 reviews,4.82,4.85,True,https://www.zocdoc.com/professional/daniel-yoo-dpt-pt-164350
"Dr. Craig Nobert, MD",Urologist,Male,English,"New York, NY",None,4.58,92 reviews,3.82,4.67,True,https://www.zocdoc.com/doctor/craig-nobert-md-283879
"Natalia Rodriguez, PT",Physical Therapist,Female,English,"New York, NY",10023,5.00,4 reviews,5.00,5.00,False,https://www.zocdoc.com/professional/natalia-rodriguez-pt-289270
"Dr. Ezra Moche, DMD","Dentist, Cosmetic Dentist",Male,"English
Spanish
Hebrew
Arabic
Japanese","New York, NY",10019,4.97,193 reviews,4.91,4.98,False,https://www.zocdoc.com/dentist/ezra-moche-dmd-58817
"Shelby (Asher) Muhammedi, LCSW",Psychotherapist,Female,English,"New York, NY",None,None,None,None,None,True,https://www.zocdoc.com/professional/shelby-asher-muhammedi-lcsw-298675
"Dr. Rajpal Chopra, MD",Endocrinologist,Male,English,"Forest Hills, NY",11375,5.00,5 reviews,4.40,5.00,False,https://www.zocdoc.com/doctor/rajpal-chopra-md-260339
"Carrie Capstick, PhD",Psychologist,Female,English,"New York, NY",10028,4.95,20 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/carrie-capstick-phd-38945
"Elizabeth Santo, DPT",Physical Therapist,Female,English,"New York, NY",10011,5.00,12 reviews,4.91,5.00,True,https://www.zocdoc.com/professional/elizabeth-santo-dpt-286494
"Dr. Lisa Anthony, MD",Dermatologist,Female,English,"New York, NY",None,4.77,392 reviews,4.60,4.79,True,https://www.zocdoc.com/doctor/lisa-anthony-md-169749
"Dr. Demetrios Paidoussis, MD","Family Physician, Primary Care Doctor",Male,English,"Forest Hills, NY",11375,5.00,32 reviews,4.81,5.00,False,https://www.zocdoc.com/doctor/demetrios-paidoussis-md-284948
"Dr. Vishal Saggar, MD",Dermatologist,Male,English,"New York, NY",10003,4.96,78 reviews,4.97,5.00,True,https://www.zocdoc.com/doctor/vishal-saggar-md-292349
"Svetlana Pyatigorskaya, FNP",Family Nurse Practitioner,Female,English,"Brooklyn, NY",11226,4.33,6 reviews,4.17,4.67,True,https://www.zocdoc.com/doctor/svetlana-pyatigorskaya-fnp-297314
"Dr. Jeffrey Knemoller, DPM",Podiatrist,Male,English,"New York, NY",10010,3.00,None,3.00,3.00,False,https://www.zocdoc.com/doctor/jeffrey-knemoller-dpm-290730
"Dr. Angela Beckford, MD, MPH",Dermatologist,Female,English,"Clark, NJ",07066,4.41,59 reviews,4.11,4.56,False,https://www.zocdoc.com/doctor/angela-beckford-md-mph-186084
"Dr. Tammy Chen, DDS","Prosthodontist, Dentist",Female,"English
Chinese (Mandarin)
Taiwanese","New York, NY",10019,4.97,318 reviews,4.97,4.98,False,https://www.zocdoc.com/dentist/tammy-chen-dds-134831
"Dr. Ariel Nassim, DO","Sports Medicine Specialist, Internist, Primary Care Doctor",Male,"English
Spanish
Farsi","Flushing, NY",11355,4.95,152 reviews,4.15,4.95,False,https://www.zocdoc.com/doctor/ariel-nassim-do-176814
"Dr. Edward Adler, MD","Hip and Knee Surgeon, Orthopedic Surgeon, Reconstructive Surgeon, Hip Surgeon, Knee Surgeon, Adult Reconstructive Orthopedic Surgeon",Male,English,"New York, NY",10019,4.69,13 reviews,4.58,4.67,False,https://www.zocdoc.com/doctor/edward-adler-md-279080
"Dr. Christian Carollo, DC",Chiropractor,Male,"English
Italian","New York, NY",10004,5.00,24 reviews,4.75,4.96,False,https://www.zocdoc.com/doctor/christian-carollo-dc-236654
"Dr. Irina Petrenko, MD",Sleep Medicine Specialist,Female,"English
Russian","Brooklyn, NY",11235,4.63,24 reviews,4.26,4.87,False,https://www.zocdoc.com/doctor/irina-petrenko-md-195056
"Dr. Albert Kramer, MD",Gastroenterologist,Male,English,"Bronx, NY",10458,None,None,None,None,True,https://www.zocdoc.com/doctor/albert-kramer-md-287055
"Dr. York Sing Chan, DO",Internist,Male,"English
Chinese (Mandarin)
Chinese (Cantonese)","Brooklyn, NY",11229,4.96,691 reviews,4.67,4.97,False,https://www.zocdoc.com/doctor/york-sing-chan-do-108802
"Dr. Yaacov Weiss, MD","Internist, Primary Care Doctor",Male,"English
Hebrew
Yiddish","New York, NY",10016,4.89,128 reviews,4.22,4.93,False,https://www.zocdoc.com/doctor/yaacov-weiss-md-108610
"Dr. Guy Guerriero, DC",Chiropractor,Male,"English
French","New York, NY",10012,4.82,38 reviews,4.91,4.86,False,https://www.zocdoc.com/doctor/guy-guerriero-dc-205510
